,Unnamed: 0,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID
3736,3869,UEI-IMD-FL-2009-0018,1/10/2009,7/10/2009,6,heavy rains,,"Bharuch, Surat, The Dangs, Vadodara and Valsad",Gujarat,,,,,12,,,,12 persons died.,,IMD,
3737,3870,UEI-IMD-FL-2009-0019,11/9/2009,12/9/2009,1,heavy rains,,"Ambala, Bhiwani, Hisar, Karnal, Jind, Panchkula, Panipat, Rewari and Sonipat.",Haryana,,,,,6,,,,6 persons died.,i)Breaches in Kotbilla bridge and about a 30 ft. breach in embankment of Tangri river. 100 acres of land ii)Breaches in Kotbilla bridge and about a 30 ft. breach in embankment of Tangri river. iii)100 acres of land submerged.iv) 600 acres of cropland submerged in Jind.,IMD,
3738,3871,UEI-IMD-FL-2009-0020,7/8/2009,7/8/2009,0,moderate flood (cloud burst),,Mandi,Himachal Pradesh,,,,,2,,,,i)2 persons died. ii)Some cattle perished.,"Some cow sheds, shops and buses washed away.",IMD,
3739,3872,UEI-IMD-FL-2009-0021,14-07-2009,14-07-2009,0,cloud burst,,Doda,Jammu and Kashmir,,,,,1,,,,One person died.,,IMD,
3740,3873,UEI-IMD-FL-2009-0022,18-05-2009,18-05-2009,0,heavy rains,,Chikmagalur,Karnataka,,,,,,,,,,Bydgi crops damaged.,IMD,
3741,3874,UEI-IMD-FL-2009-0023,22-05-2009,23-05-2009,1,heavy rains,,Bengaluru Urban,Karnataka,,,,,1,,,,One woman died.,,IMD,
3742,3875,UEI-IMD-FL-2009-0024,11/6/2009,15-06-2009,4,heavy rains,,Bengaluru,Karnataka,,,,,,3,,,3 persons washed away.,,IMD,
3743,3876,UEI-IMD-FL-2009-0025,3/7/2009,8/7/2009,5,heavy rains,,"Dakshina Kannada, Mangalore, Shimoga and Udupi.",Karnataka,,,,,,11,,,11 persons washed away.,32 houses washed away in Udupi.,IMD,
3744,3877,UEI-IMD-FL-2009-0026,16-07-2009,16-07-2009,0,heavy rains,,"Dakshina Kannada, Dharwad and Mysore.",Karnataka,,,,,13,,,,13 persons died.,,IMD,
3745,3878,UEI-IMD-FL-2009-0027,5/9/2009,5/9/2009,0,flood (bhadra),,"Chikmagalur, Raichur and Gulbarga",Karnataka,,,,,,3,,,3 persons washed away.,,IMD,
3746,3879,UEI-IMD-FL-2009-0028,13-09-2009,15-09-2009,2,heavy rains,,"Bengaluru, Gulbarga and Raichur",Karnataka,,,,,4,2,,,4 persons died and 2 children washed away.,,IMD,
3747,3880,UEI-IMD-FL-2009-0029,18-09-2009,18-09-2009,0,heavy rains,,Bengaluru,Karnataka,,,,,,4,,,4 persons washed away.,,IMD,
3748,3881,UEI-IMD-FL-2009-0030,22-09-2009,23-09-2009,1,heavy rains,,"Chitradurga, Davanagere and Raichur",Karnataka,,,,,5,1,,,5 persons died and one person washed away.,,IMD,
3749,3882,UEI-IMD-FL-2009-0031,29-09-2009,29-09-2009,0,heavy rains,,Gulbarga,Karnataka,,,,,,3,,,3 girls washed away.,,IMD,
3750,3883,UEI-IMD-FL-2009-0032,29-09-2009,3/10/2009,4,heavy rains,,11 districts of North Karnataka and 10 districts of North Interior Karnataka.,Karnataka,,,,,308,,,,308 persons died.,"4,069 houses. collapsed and 11,488 houses damaged. ",IMD,
3751,3884,UEI-IMD-FL-2009-0033,1/10/2009,7/10/2009,6,"flash flood (krishna, ghatprabha and malprabha)",,15 districts of Karnatka,Karnataka,,,,,195,,,,195 persons died.,"i)Crops in 25000 hectares of area damaged. ii)2,40,000 houses damaged causing Rs. 16,500 crores loss. ",IMD,
3752,3885,UEI-IMD-FL-2009-0034,26-05-2009,26-05-2009,0,heavy rains,,"Alappuzha, Kollam, Kottayam and Thiruvananthapuram ",Kerala,,,,,,1,,,One girl washed away.,4 houses completely and 115 houses partially damaged.,IMD,
3753,3886,UEI-IMD-FL-2009-0035,5/7/2009,5/7/2009,0,heavy rains,,"Kozhikode, Thrissur and Wayanad",Kerala,,,,,5,,,,5 persons died.,,IMD,
3754,3887,UEI-IMD-FL-2009-0036,11/7/2009,12/7/2009,1,heavy rains,,Wayanad,Kerala,,,,,,,,,,i)About 600 plantations destroyed. ii) Landslide reported.,IMD,
3755,3888,UEI-IMD-FL-2009-0037,15-07-2009,18-07-2009,3,heavy rains,,"Alappuzha, Ernakulam, Idukki, Kannur, Kasaragode, Kollam, Kozhiokode, Pathanamthitta, Thrissur and Thiruvananthapuram.",Kerala,,,,,33,,,,33 persons died.,i) 363 houses completely and 811 partially damaged. ii) In 666 hectares of cropland a loss of about Rs.10 crores reported.,IMD,
3756,3889,UEI-IMD-FL-2009-0038,20-07-2009,22-07-2009,2,heavy rains,,Wayanad,Kerala,,,,,7,10,,17,i) 7 persons died and 10 persons injured. ii) 17 cattle washed away.,i) Landslide reported in 14 places. ii) 316 houses completely and 3991 houses partially damaged. iii) Extensive damage to agriculture reported. iv) In 1372 hectares of land a total loss of Rs. 44 crores reported.,IMD,
3757,3890,UEI-IMD-FL-2009-0039,18-09-2009,18-09-2009,0,heavy rains,,Kottayam,Kerala,,,,,1,,,,One person died..,,IMD,
3758,3891,UEI-IMD-FL-2009-0040,3/10/2009,3/10/2009,0,heavy rains,,"Alappuzha, Ernakulam, Kollam, Kozhiokode, Malappuram, Pathanamthitta, Thrissur and Thiruvananthapuram.",Kerala,,,,,,,,,,"i) 112 houses completely and 539 houses partially damaged. ii) Landslide reported. iii) About 3,000 acres of paddy fields flooded. iv) Lossof around 1.5 crores of rupees reported. V) Extensive damage to Agriculture reported. ",IMD,
3759,3892,UEI-IMD-FL-2009-0041,7/11/2009,8/11/2009,1,heavy rains,,"Idukki, Palakkad and Thiruvananthapuram.",Kerala,,,,,1,,,,i) One person died. ii) Many cattle heads washed away.,i) Landslide reported. ii) 21 houses collapsed and. 80 partially damaged. iii) Damage to standing crops reported.,IMD,
3760,3893,UEI-IMD-FL-2009-0042,27-12-2009,29-12-2009,2,heavy rains,,Wayanad,Kerala,,,,,,,,,,"Extensive damage to paddy crops, coffee plantations and vegetables reported.",IMD,
3761,3894,UEI-IMD-FL-2009-0043,23-07-2009,23-07-2009,0,heavy rains,,"Chindwada, Indore, Mandsaur, Narsingpur, Sagar",Madhya Pradesh,,,,,28,,,,28 persons died.,,IMD,
3762,3895,UEI-IMD-FL-2009-0044,13-02-2009,13-02-2009,0,heavy rains,,Satara,Maharastra,,,,,,,,,,Extensive damage to strawberry fields reported.,IMD,
3763,3896,UEI-IMD-FL-2009-0045,14-05-2009,14-05-2009,0,heavy rains,,Wardha,Maharastra,,,,,1,,,3,i) One person died. ii) 3 cattle heads perished.,Roofs of the houses blown away.,IMD,
3764,3897,UEI-IMD-FL-2009-0046,18-05-2009,20-05-2009,2,heavy rains,,"Aurangabad, Dhule and Satara",Maharastra,,,,,3,,,,3 persons died.,i) Damage to Banana and Pomegranate orchards reported. ii) 93 houses damaged.,IMD,
3765,3898,UEI-IMD-FL-2009-0047,24-06-2009,29-06-2009,5,heavy rains,,"Mumbai, Nagpur and Yavatmal ",Maharastra,,,,,3,7,,,3 persons died and 7 other injured.,Damage to the crops and property reported.,IMD,
3766,3899,UEI-IMD-FL-2009-0048,3/7/2009,8/7/2009,5,heavy rains,,"Amravati, Mumbai and Nashik",Maharastra,,,,,12,,,,12 persons died.,,IMD,
3767,3900,UEI-IMD-FL-2009-0049,14-07-2009,15-07-2009,1,heavy rains,,"Mumbai, Gadchiroli and Nagpur",Maharastra,,,,,10,8,,,10 persons died and 8 other injured.,14 & 15 July,IMD,
3768,3901,UEI-IMD-FL-2009-0050,30-08-2009,30-08-2009,0,heavy rains,,Amravati,Maharastra,,,,,2,,,,2 women died.,,IMD,
3769,3902,UEI-IMD-FL-2009-0051,5/9/2009,5/9/2009,0,heavy rains,,Mumbai,Maharastra,,,,,11,,,,11 persons died.,Landslide reported.,IMD,
3770,3903,UEI-IMD-FL-2009-0052,20-09-2009,20-09-2009,0,heavy rains,,Satara,Maharastra,,,,,1,,,,One person died.,"Heavy damage to Jowar, Soyabean and Sugarcane crops reported. ",IMD,
3771,3904,UEI-IMD-FL-2009-0053,1/10/2009,6/10/2009,5,heavy rains,,"Ahmadnagar, Kolhapur, Raigad, Ratnagiri, Sangli, Sindhudurg and Solapur",Maharastra,,,,,34,,,67,i) 34 persons died ii) 67 cattle heads perished.,"i) 583 houses completely and 4749 partially damaged. Crops in 1,28,772 hectares of land damaged causing a loss of about 1.5 crores. ",IMD,
3772,3905,UEI-IMD-FL-2009-0054,30-10-2009,30-10-2009,0,heavy rains,,Beed and Satara,Maharastra,,,,,2,,,,2 girls died.,Extensive damage to Soya crop over 500 acres of land reported.,IMD,
3773,3906,UEI-IMD-FL-2009-0055,11/11/2009,11/11/2009,0,heavy rains,,Ratnagiri and Sindhudurg,Maharastra,,,,,10,62,,,10 persons died and 62 missing.,Extensive damage to crops reported.,IMD,
3774,3907,UEI-IMD-FL-2009-0056,12/11/2009,12/11/2009,0,heavy rains,,Satara,Maharastra,,,,,1,50,,,One person died and 50 others injured.,"i) 15 houses damaged. ii) Damage to jowar, groundnut, strawberry and grapes reported. ",IMD,
3775,3908,UEI-IMD-FL-2009-0057,18-11-2009,18-11-2009,0,flood (yerala),,Sangli,Maharastra,,,,,,,,,,Sugarcane worth Rs. 25 lakhs washed away.,IMD,
3776,3909,UEI-IMD-FL-2009-0058,10/10/2009,10/10/2009,0,heavy rains,,Shillong,Meghalaya,,,,,4,15,,,4 persons died and 15 others missing.,,IMD,
3777,3910,UEI-IMD-FL-2009-0059,7/10/2009,7/10/2009,0,heavy rains,,Aizawl,Mizoram,,,,,3,10,,,3 persons died and 10 others injured.,Landslide reported.,IMD,
3778,3911,UEI-IMD-FL-2009-0060,14-07-2009,30-07-2009,16,flood (mahanadi),,"Parts of Bhadrak, Cuttack Ganjam, Kalahandi, Kandhamal, Kendrapara, Keonjhar, Koraput, Khurda, Jaipur, Nayagarh, Puri, and Sundargarh",Odisha,,,,,56,,,,56 persons died.,870 houses fully and 11677 houses partially damaged.,IMD,
3779,3912,UEI-IMD-FL-2009-0061,7/9/2009,11/9/2009,4,heavy rains,,Balasore,Odisha,,,,,,,,,,"i) About 1.16 lakhs of people affected. ii) Extensive damage to 0.05 lakhs of hectare, agricultural land affected. ",IMD,
3780,3913,UEI-IMD-FL-2009-0062,27-03-2009,27-03-2009,0,heavy rains,,Fatehgarh Sahib and Patiala,Punjab,,,,,,,,,,A large portion of wheat crop damaged.,IMD,
3781,3914,UEI-IMD-FL-2009-0063,16-07-2009,16-07-2009,0,heavy rains,,Mansa,Punjab,,,,,,,,,,Paddy crops in thousand of acres of land damaged.,IMD,
3782,3915,UEI-IMD-FL-2009-0064,22-07-2009,22-07-2009,0,heavy rains,,Gurdaspur,Punjab,,,,,,,,,,Chakkipul bridge joining Punjab and Himachal Pradesh washed away.,IMD,
3783,3916,UEI-IMD-FL-2009-0065,28-07-2009,28-07-2009,0,heavy rains,,Hoshiarpur,Punjab,,,,,2,,,,2 persons died.,i) Hundred acres of land submerged. ii) Extreme damage to public and private property reported.,IMD,
3784,3917,UEI-IMD-FL-2009-0066,5/8/2009,5/8/2009,0,heavy rains,,Gurdaspur,Punjab,,,,,1,,,,One person died.,,IMD,
3785,3918,UEI-IMD-FL-2009-0067,4/10/2009,4/10/2009,0,heavy rains,,Faridkot,Punjab,,,,,,,,,,Bridge adjoining Mirapur dam washed away.,IMD,
3786,3919,UEI-IMD-FL-2009-0068,9/9/2009,11/9/2009,2,heavy rains,,"Alwar, Bharatpur and Kota",Rajasthan,,,,,7,,,,6 persons and a child died.,24 kutcha houses swept away.,IMD,
3787,3920,UEI-IMD-FL-2009-0069,16-09-2009,16-09-2009,0,heavy rains,,Vellore,Tamil Nadu,,,,,5,,,,5 persons died.,,IMD,
3788,3921,UEI-IMD-FL-2009-0070,25-09-2009,25-09-2009,0,heavy rains,,Thiruvannamalai,Tamil Nadu,,,,,2,,,,2 persons died.,,IMD,
3789,3922,UEI-IMD-FL-2009-0071,6/11/2009,11/11/2009,5,heavy rains,,"The Nilgiris and Kanniyakumari Thiruvallur, Thiruvarur and Tirunelveli",Tamil Nadu,,,,,49,,,,49 persons died.,"i) Paddy cultivation in 30,000-40,000 acres submerged. ii) 700 houses completely damaged. iii) Land slide reported in The Nilgiris. ",IMD,
3790,3923,UEI-IMD-FL-2009-0072,16-11-2009,16-11-2009,0,heavy rains,,"Dharamapuri, Kanniyakumari, The Nilgiris and Thiruvallur",Tamil Nadu,,,,,5,,,,5 persons died.,,IMD,
3791,3924,UEI-IMD-FL-2009-0073,30-06-2009,30-06-2009,0,heavy rains,,"Deoria, Gonda, Jaunpur and Pratapgarh","Uttar Pradesh, Uttarakhand",,,,,8,,,,8 persons died.,,IMD,
3792,3925,UEI-IMD-FL-2009-0074,28-07-2009,28-07-2009,0,heavy rains,,Pauri Garhwal,"Uttar Pradesh, Uttarakhand",,,,,6,,,,6 persons died.,Landslide reported.,IMD,
3793,3926,UEI-IMD-FL-2009-0075,31-08-2009,31-08-2009,0,flash flood (baghmati),,Bahraich and Gonda,"Uttar Pradesh, Uttarakhand",,,,,3,,,,3 persons died.,,IMD,
3794,3927,UEI-IMD-FL-2009-0076,8/8/2009,8/8/2009,0,severe flood (cloud burst),,Pithoragarh,"Uttar Pradesh, Uttarakhand",,,,,43,,,100,i) About 43 persons died. i) ii) About 100 cattle heads perished.,i)About 12 houses trapped under debris. ii) Landslide reported.,IMD,
3795,3928,UEI-IMD-FL-2009-0077,19-08-2009,24-08-2009,5,flood (ghaghra),,"Bahraich, Ballia, Gonda and Lakhimpur Kheri","Uttar Pradesh, Uttarakhand",,,,,25,,,,25 persons died.,i)Mailani-Gonda railway line affected. ii)Many villages inundated.,IMD,
3796,3929,UEI-IMD-FL-2009-0078,26-08-2009,26-08-2009,0,heavy rains,,"Bahraich, Balarampur, Faizabad, Gonda, Lakhimpur Kheri, Pilibhit and Sitapur","Uttar Pradesh, Uttarakhand",,,,,8,,,,8 persons died.,,IMD,
3797,3930,UEI-IMD-FL-2009-0079,28-08-2009,28-08-2009,0,flood (ganga),,Gonda,"Uttar Pradesh, Uttarakhand",,,,,2,,,,2 persons died.,,IMD,
3798,3931,UEI-IMD-FL-2009-0080,11/9/2009,12/9/2009,1,heavy rains,,"Bahraich, Barabanki, Hardoi and Unnao","Uttar Pradesh, Uttarakhand",,,,,16,,,,16 persons died,,IMD,
3799,3932,UEI-IMD-FL-2009-0081,6/10/2009,7/10/2009,1,heavy rains,,"Barabanki, Chitrakoot, Fatehpur, Gonda, Hathras, Kanpur, Lakhimpur Kheri, Sitapur and Unnao ","Uttar Pradesh, Uttarakhand",,,,,24,,,,24 persons died and several injured.,,IMD,
3800,3933,UEI-IMD-FL-2009-0082,9/10/2009,9/10/2009,0,heavy rains,,"Bahraich, Balarampur and Gonda","Uttar Pradesh, Uttarakhand",,,,,8,,,,8 persons died.,,IMD,
3801,3934,UEI-IMD-FL-2009-0083,26-05-2009,26-05-2009,0,heavy rains,,Darjeeling,West Bengal,,,,,28,,,,28 persons died.,Land slides reported.,IMD,
3802,3935,UEI-IMD-FL-2009-0084,20-08-2009,20-08-2009,0,heavy rains,,"Darjeeling, Jalpaiguri, Coochbehar, Malda, S. Dinajpur",West Bengal,,,,,,,,,5 persons died,"i)Hundreds of houses damaged. ii)More than 10,000 people affected. ",IMD,
3803,3936,UEI-IMD-FL-2009-0085,5/9/2009,10/9/2009,5,heavy rains,,"Bankura, Bardhman, Birbhum, East & West Midnapore, Howrah and 24 Parganas",West Bengal,,,,,7,,,,7 persons died.,"i)17 lakh people of about 11 villages marooned. ii)About 4,000 people shifted to safer places. iii) 14,000 houses fully/partially damaged. iv) 37,500 people were shifted to safer places. Large area of standing crops damaged. ",IMD,
3804,3937,UEI-IMD-FL-2009-0086,29-07-2009,29-07-2009,0,heavy rains,,New Delhi,Delhi,,,,,2,,,,2 persons died.,,IMD,
3805,3938,UEI-IMD-FL-2010-0001,4/10/2010,4/10/2010,0,heavy rains,,East Godavari and coastal districts of Andhra Pradesh,Andhra Pradesh,,,,,14,,,,14 persons died,i) Extensive damage to paddy and other standing crops in about 2.83 lakh hectares of land reported. ii) Damage to public property reported. iii) Low lying areas submerged.,IMD,
3806,3939,UEI-IMD-FL-2010-0002,2/4/2010,2/4/2010,0,heavy rains,,Kurung Kumey,Arunachal Pradesh,,,,,7,,,,7 persons buried alive in landslide.,i) Landslide reported. ii) Damage to public property reported.,IMD,
3807,3940,UEI-IMD-FL-2010-0003,22-04-2010,22-04-2010,0,heavy rains,,"Lohit & Anjaw, Dibang & Lower Dibang valley, East Kameng and Upper Siyang",Arunachal Pradesh,,,,,12,,,,12 persons died.,i) Landslide reported. ii) Road/electricity / telephone services disrupted.,IMD,
3808,3941,UEI-IMD-FL-2010-0004,9/9/2010,10/9/2010,1,heavy rains,,East and West Siang,Arunachal Pradesh,,,,,8,,,,8 persons died.,i) Landslide reported. ii) Pasighat-Pangin and Pasighat-Mebo roads washed away. iii) Damage to Siku bridge reported. iv) Thousands of people rendered homeless.,IMD,
3809,3942,UEI-IMD-FL-2010-0005,27-03-2010,27-03-2010,0,"flash flood (singra, jiadha)",,Dhemaji and Lakhimpur,Assam,,,,,,,,,,i) Extensive damage to Boro and Ahu crops in 100 bighas reported. ii) A portion of NH 52 washed away.,IMD,
3810,3943,UEI-IMD-FL-2010-0006,20-04-2010,23-04-2010,3,heavy rains,,"Dhemaji, Lakhimpur Jorhat, Nalbari, Sibsagar and Tinsukia",Assam,,,,,,,,,,Several villages inundated. iii) About one lakh people of 250 villages affected.,IMD,
3811,3944,UEI-IMD-FL-2010-0007,10/5/2010,16-05-2010,6,"flood (bramhaputra and its tributaries, tiyak and kakajan)",,Dhemaji and Golaghat,Assam,,,,,5,,,,5 persons died.,i)Extensive damage to standing crops reported. ii) NH-37 and NH-39 disrupted. iii) About 30 villages inundated,IMD,
3812,3945,UEI-IMD-FL-2010-0008,21-05-2010,21-05-2010,0,"flood (kaldia, pahumara and tihy)",,Barpeta,Assam,,,,,,,,,,i) Widespread damage to standing crops reported. ii) About 20 villages badly affected.,IMD,
3813,3946,UEI-IMD-FL-2010-0009,1/6/2010,1/6/2010,0,"flood (singra, dikrang and paroi)",,Lakhimpur,Assam,,,,,,,,,,i) Standing crops damaged. ii) About 25 villages inundated. iii) Many trees uprooted.,IMD,
3814,3947,UEI-IMD-FL-2010-0010,6/6/2010,9/6/2010,3,flood (brahmaputra and its tributaries),,"Darrang, Dhemaji, Kamrup, Lakhimpur, Morigaon, Nalbari and Sonitpur",Assam,,,,,40,,,,About 40 persons died.,"i) Extensive damage to Boro crops reported. ii) About 60 villages inundated. iii) Lakhs of people affected. iv) Few houses completely damaged due to landslide. v) Poultry farms, fisheries affected. ",IMD,
3815,3948,UEI-IMD-FL-2010-0011,13-06-2010,13-06-2010,0,"flood (bhogdoi, ranganodi and singra)",,Lakhimpur,Assam,,,,,,,,,,"i) Standing crops damaged. ii) About 200 villages submerged. iii) About 30,000 people marooned. iv). NH-52 water logged.",IMD,
3816,3949,UEI-IMD-FL-2010-0012,17-06-2010,17-06-2010,0,heavy rains,,Jorhat,Assam,,,,,,,,,,i) Standing crops damaged. ii) 1000 hectares of farm land inundated. iii) About 200 villages inundated.,IMD,
3817,3950,UEI-IMD-FL-2010-0013,21-06-2010,21-06-2010,0,heavy rains,,"Cachar, Hailakandi and Karmganj",Assam,,,,,7,,,,7 persons died.,i) Lakhs of people affected. ii) Low lying areas flooded. iii) Road / electricity/telephone services,IMD,
3818,3951,UEI-IMD-FL-2010-0014,26-06-2010,28-06-2010,2,heavy rains,,"Barpeta, Dhemaji, Golaghat, Joraht and Lakhimpur",Assam,,,,,,,,,,i) About 9650 hectares of crop land affected. ii) About 500 villages inundated. iii) Lakhs of people rendered homeless. iv) Some schools buildings damaged.,IMD,
3819,3952,UEI-IMD-FL-2010-0015,2/7/2010,2/7/2010,0,heavy rains,,Sonitpur,Assam,,,,,,,,,,i) Damage to standing crops reported. ii) About 7 villages inundated.,IMD,
3820,3953,UEI-IMD-FL-2010-0016,6/7/2010,7/7/2010,1,flood (brahmaputra and its tributaries),,Morigaon and Sonitpur,Assam,,,,,,,,,,i) Damage to standing crops reported. ii) About 1500 hectares of crop land affected. iii) About 120 villages inundated. iv) 60 % area of Pabitora reserved forest inundated.,IMD,
3821,3954,UEI-IMD-FL-2010-0017,10/7/2010,10/7/2010,0,flood (brahmaputra and its tributaries),,"Barpeta, Dhubri and Morigaon",Assam,,,,,,2,,,2 children swept away.,i) About 20 villages inundated. ii) Vast area of crop land affected. iii) Low lying areas submerged.,IMD,
3822,3955,UEI-IMD-FL-2010-0018,19-07-2010,21-07-2010,2,flood (brahmaputra  and and its tributaries),,"Barpeta, Bongaigaon,  Dhemaji, Dhubri, Golaghat, Kokrajhar, Lakhimpur and Sonitpur",Assam,,,,,,,,,,i) Extensive damage to standing crops reported. ii) About 300 villages inundated. iii) Electrical tower and several houses damaged.,IMD,
3823,3956,UEI-IMD-FL-2010-0019,31-07-2010,31-07-2010,0,heavy rains,,Dhemaji,Assam,,,,,,,,,,"i) Standing crops damaged. ii) About 14,000 people affected. iii) About 50 villages inundated.",IMD,
3824,3957,UEI-IMD-FL-2010-0020,17-08-2010,17-08-2010,0,flood (nishary),,Nagaon,Assam,,,,,,,,,,"i) Damage to standing crops reported. ii) About 50,000 bighas of crop land inundated. ",IMD,
3825,3958,UEI-IMD-FL-2010-0021,21-08-2010,22-08-2010,1,"flood (gabhagru, jiadhan, pabhoi and singra)",,Dhemaji and Lakhimpur,Assam,,,,,,,,,,"i) Widespread damage to standing crops reported. ii) About 50,000 people of 30 villages affected. iii) Road link of NH 52 disrupted. ",IMD,
3826,3959,UEI-IMD-FL-2010-0022,27-08-2010,27-08-2010,0,heavy rains,,Bongaigaon,Assam,,,,,,,,,,i) Damage to standing crops reported. ii) About 10 villages inundated.,IMD,
3827,3960,UEI-IMD-FL-2010-0023,30-08-2010,30-08-2010,0,"flood (bramhaputra, kapili and kolong)",,Morigaon,Assam,,,,,,,,,,"i) 10,000 people of 40 villages inundated. ii) Pobitora wildlife  sanctuary inundated. ",IMD,
3828,3961,UEI-IMD-FL-2010-0024,5/9/2010,9/9/2010,4,flood (brahmaputra and its tributaries),,"Dhemaji, Dibrugarh, Lakhimpur and Nagaon",Assam,,,,,1,,,,i) One person died. ii) Many cattle heads swept away.,"i) About 20,000 bighas paddy crops damaged. ii) About 50 villages inundated. iii) A part of NH 52 damaged. ",IMD,
3829,3962,UEI-IMD-FL-2010-0025,14-09-2010,14-09-2010,0,flood (brahmaputra and its tributaries),,"Barpeta, Dibrugarh and Dhubri",Assam,,,,,,,,,,i) Damage to standing crops reported. ii) About 500 families affected. iii) Damage to public property reported.,IMD,
3830,3963,UEI-IMD-FL-2010-0026,21-09-2010,21-09-2010,0,"flood (buradiya, kaldiya and tihu) ",,Barpeta,Assam,,,,,,,,,,i) Damage to rice crops reported. ii) Low lying areas submerged. iii) Many trees uprooted.,IMD,
3831,3964,UEI-IMD-FL-2010-0027,27-09-2010,27-09-2010,0,flood (singra),,Lakhimpur,Assam,,,,,,,,,,i) Extensive damage to standing crops reported. ii) About 20 villages inundated. iii) Many trees uprooted.,IMD,
3832,3965,UEI-IMD-FL-2010-0028,25-08-2010,25-08-2010,0,heavy rains,,West Champaran,Bihar,,,,,2,,,,2 persons died.,i) Low lying areas flooded. ii) Many trees uprooted.,IMD,
3833,3967,UEI-IMD-FL-2010-0030,18-09-2010,19-09-2010,1,flood (gandok),,"Gopalganj, Sarain and Siwan",Bihar,,,,,,,,,,i) About 20 villages inundated. ii) Lakhs of people affected. iii) Low lying areas flooded. iv) Many trees uprooted.,IMD,
3834,3968,UEI-IMD-FL-2010-0031,23-07-2010,26-07-2010,3,flood (mahanadi and its tributaries),,Gonda and Raipur,Chhattisgarh,,,,,8,4,,,8 persons died and 4 missing.,i) About 1.5 lakh people affected. fishermen were reported ii) Low lying areas flooded.,IMD,
3835,3969,UEI-IMD-FL-2010-0032,2/8/2010,8/8/2010,6,heavy rains,,Bastar,Chhattisgarh,,,,,1,,,,One person died.,i) About 7800 hectares of crop land affected. ii) About 800 houses completely and 400 partially damaged. iii) Damage to public property reported. iv) Road transport on highways disrupted.,IMD,
3836,3970,UEI-IMD-FL-2010-0033,7/9/2010,8/9/2010,1,heavy rains,,"Dhamatari, Narayanpur, Rajnandgaon",Chhattisgarh,,,,,14,2,,,14 persons died and others 2 injured.,i) Low lying areas flooded. ii) Trees/electricity poles uprooted,IMD,
3837,3971,UEI-IMD-FL-2010-0034,8/12/2010,9/12/2010,1,heavy rains,,Raipur,Chhattisgarh,,,,,,,,,,i) Extensive damage to crops reported. ii) Damage to public property reported. iii) Many trees uprooted.,IMD,
3838,3972,UEI-IMD-FL-2010-0035,1/7/2010,31-07-2010,30,heavy rains,,Most of the districts,Gujarat,,,,,90,,,240,i)About 90 persons died.ii) 240 cattle perished.,i) About 20 houses partially damaged  ii) Estimated value of damage to public property about Rs. 630 lakhs reported.,IMD,
3839,3973,UEI-IMD-FL-2010-0036,1/8/2010,31-08-2010,30,heavy rains,,Most of the districts,Gujarat,,,,,85,,,130,i)About 85 persons died ii) 130 cattle heads  perished,i) About 250 houses fully and 3500 houses partially damaged. ii) Estimated value of damage to public property about Rs. 4900 lakhs reported.,IMD,
3840,3974,UEI-IMD-FL-2010-0037,1/9/2010,30-09-2010,29,heavy rains,,Most of the districts,Gujarat,,,,,70,,,200,i) About 70 persons died. ii)200 cattle heads  perished.,i) About 60 houses fully and 1920 houses partially damaged ii) Estimated value of damage to public property about Rs. 1050 lakhs reported.,IMD,
3841,3975,UEI-IMD-FL-2010-0038,7/7/2010,8/7/2010,1,flood (yamuna),,"Ambala, Jhajjar, Kaithal and Kurukshetra",Haryana,,,,,8,,,,8 persons died.,"i) About 5,000 thousand people affected. ii) Many places inundated. iii) Water and electricity supply disrupted. ",IMD,
3842,3976,UEI-IMD-FL-2010-0039,19-08-2010,20-08-2010,1,flood (krishnavati),,Panchukla,Haryana,,,,,1,,,,One person died.,i) Damage to crops reported ii) NH-22 water logged. iii) Low lying areas flooded. iv) Trees/electricity poles uprooted.,IMD,
3843,3977,UEI-IMD-FL-2010-0040,20-08-2010,22-08-2010,2,heavy rains,,Shimla,Himachal Pradesh,,,,,,,,,,i) Apple orchards damaged. ii) Landslide reported. iii) Electricity and water supply affected. iv) Few vehicles damaged.,IMD,
3844,3978,UEI-IMD-FL-2010-0041,5/9/2010,5/9/2010,0,heavy rains,,Hamirpur and Shimla,Himachal Pradesh,,,,,,,,,,i) Landslide reported. ii) Damage to public property reported.,IMD,
3845,3979,UEI-IMD-FL-2010-0042,8/9/2010,10/9/2010,2,heavy rains,,Sirmaur,Himachal Pradesh,,,,,1,,,,One person died.,i) Electric supply/ road traffic disrupted. ii) Few vehicles damaged.,IMD,
3846,3980,UEI-IMD-FL-2010-0043,12/9/2010,13-09-2010,1,heavy rains,,"Hamirpur, Kangra, Kullu and Shimla",Himachal Pradesh,,,,,,,,,,i) Cloud burst reported. ii) Many houses and bridges damaged.,IMD,
3847,3981,UEI-IMD-FL-2010-0044,16-09-2010,16-09-2010,0,heavy rains,,Kullu,Himachal Pradesh,,,,,5,,,,5 persons died.,i) Road traffic disrupted. ii) Many trees uprooted.,IMD,
